8573	32.5461135	-85.4188029161554	US	Auburn	Alabama
8574	33.5206824	-86.8024325	US	Birmingham	Alabama
8575	31.2232313	-85.3904888	US	Dothan	Alabama
8576	34.79981	-87.6772509	US	Florence	Alabama
8577	30.3253	-87.6815133545454	US	Gulf Shores	Alabama
8578	34.6686435	-86.4418196139765	US	Huntsville	Alabama
8579	30.6943566	-88.043054	US	Mobile	Alabama
8580	32.3669656	-86.3006484	US	Montgomery	Alabama
8582	31.764098	-85.9566534550661	US	Troy	Alabama
8584	61.2163129	-149.8948522	US	Anchorage	Alaska
8585	60.5439444	-145.7589102	US	Cordova	Alaska
8586	58.3019496	-134.4197339	US	Juneau	Alaska
8587	57.79	-152.4072221	US	Kodiak	Alaska
8588	58.7283333	-157.0138888	US	Naknek	Alaska
8589	60.104202	-149.4426112	US	Seward	Alaska
8591	33.3067132	-111.8408488	US	Chandler	Arizona
8592	33.5389854	-112.1858156	US	Glendale	Arizona
8593	36.0965604	-112.098494	US	Grand Canyon	Arizona
8594	33.436188	-111.586066076293	US	Mesa	Arizona
8595	33.4485866	-112.0773455	US	Phoenix	Arizona
8596	33.5091215	-111.8992364	US	Scottsdale	Arizona
8597	33.4144139	-111.9094473	US	Tempe	Arizona
8598	32.2217422	-110.9264758	US	Tucson	Arizona
8599	34.7464809	-92.2895947	US	Little Rock	Arkansas
8600	33.8347516	-117.9117319	US	Burlingname	California
8601	38.0049214	-121.8057889	US	Antioch	California
8602	35.3738712	-119.0194638	US	Bakersfield	California
8603	37.8708393	-122.2728638	US	Berkeley	California
8604	34.1816482	-118.3258553	US	Burbank	California
8605	39.7284945	-121.8374776	US	Chico	California
8606	32.6400541	-117.0841954	US	Chula Vista	California
8607	37.9768525	-122.0335623	US	Concord	California
8608	33.6633386	-117.9033169	US	Costa Mesa	California
8609	37.7057671	-122.4619204	US	Daly City	California
8610	37.8215929	-121.9999605	US	Danville	California
8611	38.545379	-121.7445834	US	Davis	California
8612	33.1216751	-117.0814848	US	Escondido	California
8613	38.6779591	-121.1760582	US	Folsom	California
8614	34.0922335	-117.4350479	US	Fontana	California
8615	37.5482697	-121.9885718	US	Fremont	California
8616	36.7295295	-119.708861160756	US	Fresno	California
8617	34.142498	-118.2485959	US	Glendale	California
8618	34.4358295	-119.8276388	US	Goleta	California
8619	37.6688205	-122.0807963	US	Hayward	California
8620	33.6783336	-118.0000165	US	Huntington Beach	California
8621	33.9616801	-118.353131	US	Inglewood	California
8622	33.6856969	-117.8259818	US	Irvine	California
8623	34.6981064	-118.1366152	US	Lancaster	California
8624	34.6391501	-120.4579408	US	Lompoc	California
8625	33.78538945	-118.158049215311	US	Long Beach	California
8626	34.054935	-118.2444759	US	Los Angeles	California
8627	37.6390972	-120.9968781	US	Modesto	California
8628	36.600256	-121.8946387	US	Monterey	California
8629	38.2971367	-122.2855292	US	Napa	California
8630	33.9092802	-118.0849168	US	Norwalk	California
8631	37.8044557	-122.2713562	US	Oakland	California
8632	33.1958696	-117.3794833	US	Oceanside	California
8633	35.4196799	-119.0195451	US	Oildale	California
8634	34.065846	-117.6484303	US	Ontario	California
8635	34.1976308	-119.1803817	US	Oxnard	California
8636	33.8246269	-116.5403029	US	Palm Springs	California
8637	37.442156	-122.1634471	US	Palo Alto	California
8638	34.1476452	-118.1444778	US	Pasadena	California
8639	38.232417	-122.6366524	US	Peteluma	California
8640	34.0553813	-117.7517495	US	Pomona	California
8641	40.5863563	-122.3916753	US	Redding	California
8642	37.9357576	-122.3477485	US	Richmond	California
8643	33.9533546	-117.3961622	US	Riverside	California
8644	38.5815719	-121.4943995	US	Sacramento	California
8645	36.6744117	-121.6550371	US	Salinas	California
8646	34.1083449	-117.2897651	US	San Bernardino	California
8647	32.7174209	-117.1627713	US	San Diego	California
8648	37.7792808	-122.4192362	US	San Francisco	California
8649	37.3361905	-121.8905832	US	San Jose	California
8650	37.496904	-122.3330572	US	San Mateo	California
8651	34.2819461	-118.4389719	US	Sanfernando	California
8652	33.7494951	-117.8732212	US	Santa Ana	California
8653	34.4221319	-119.7026672	US	Santa Barbara	California
8654	37.3541132	-121.9551743	US	Santa Clara	California
8655	34.3916641	-118.5425859	US	Santa Clarita	California
8656	34.019657	-118.4875489	US	Santa Monica	California
8657	34.2694474	-118.7814819	US	Simi Valley	California
8658	37.9577016	-121.2907795	US	Stockton	California
8659	37.3688301	-122.0363495	US	Sunnyvale	California
8660	34.17142715	-118.910587629744	US	Thousand Oaks	California
8661	33.8358492	-118.3406287	US	Torrance	California
8662	33.7458511	-117.8261659	US	Tustin	California
8663	38.1040864	-122.2566366	US	Vallejo	California
8664	34.0900091	-118.3617442	US	West Hollywood	California
8666	40.0149856	-105.2705455	US	Boulder	Colorado
8667	38.8339578	-104.8253484	US	Colorado Springs	Colorado
8669	39.7391536	-104.9847033	US	Denver	Colorado
8670	40.5508527	-105.0668084	US	Fort Collins	Colorado
8671	37.4083486	-102.6143615	US	Springfield	Colorado
8672	41.3429922	-73.0787467	US	West Haven	Connecticut
8673	41.1670412	-73.2048347	US	Bridgeport	Connecticut
8675	41.6845299	-72.9413956722443	US	Bristol	Connecticut
8676	41.394817	-73.454011	US	Danbury	Connecticut
8677	41.9762077	-72.5917553	US	Enfield	Connecticut
8678	41.2943069	-73.3748599	US	Fairfield	Connecticut
8679	41.3959287	-72.8968715	US	Hamden	Connecticut
8680	41.7634935	-72.6830522	US	Hartford	Connecticut
8681	41.6353769	-72.7687082	US	Kensington	Connecticut
8682	41.78125595	-72.5306355506776	US	Manchester	Connecticut
8683	41.5381535	-72.8070434	US	Meriden	Connecticut
8684	41.5623209	-72.6506487	US	Middletown	Connecticut
8685	41.2223194	-73.0564952	US	Milford	Connecticut
8686	41.4860186	-73.0509431	US	Naugatuck	Connecticut
8687	41.68174355	-72.7881464300835	US	New Britain	Connecticut
8688	41.3082138	-72.9250517	US	New Haven	Connecticut
8689	41.3556539	-72.0995208	US	New London	Connecticut
